,0
799,4.2258644
800,4.226244
801,3.8866975
802,3.428184
803,3.4934008
804,2.943439
805,4.011655
806,3.8452246
807,3.728943
808,3.1563616
809,3.3305304
810,3.4296176
811,3.3550289
812,3.5572846
813,4.564307
814,3.3354478
815,3.2795007
816,3.7904599
817,3.3447614
818,4.274917
819,3.6552484
820,2.7802458
821,3.107302
822,3.6042628
823,3.8993618
824,3.0555024
825,3.024073
826,4.048225
827,3.8147998
828,3.442904
829,3.6993902
830,3.074866
831,3.568758
832,4.1009717
833,3.6792047
834,3.5073867
835,3.4889324
836,2.9927387
837,4.253098
838,3.6991136
839,2.8690383
840,4.101127
841,4.358445
842,3.6570578
843,2.90309
844,3.2615101
845,2.840035
846,3.6655939
847,3.9373095
848,2.662157
849,4.4032745
850,2.8081825
851,3.2715044
852,3.7348964
853,3.4209428
854,2.850369
855,2.8587096
856,3.758365
857,2.7633862
858,3.5462492
859,3.285779
860,2.7437928
861,2.801181
862,3.1068516
863,2.8318243
864,3.1664338
865,4.349827
866,3.670919
867,3.278399
868,4.224275
869,3.042655
870,3.4675338
871,3.5139685
872,3.353546
873,3.3541014
874,3.152079
875,3.3723242
876,3.2136297
877,4.205203
878,3.2409189
879,4.000109
880,4.5662746
881,3.2009459
882,4.4167786
883,2.810681
884,3.2403677
885,3.386519
886,3.2849872
887,3.2007565
888,3.315347
889,2.7755241
890,3.9452062
891,3.530026
892,3.6192937
893,4.5588202
894,3.9258916
895,3.2938206
896,3.1629667
897,3.2014074
898,4.430657
899,3.3958032
900,3.0782437
901,2.978589
902,3.25364
903,2.8196602
904,3.1587071
905,3.2900918
906,3.5907073
907,3.1146145
908,3.5695314
909,4.1676836
910,3.1254451
911,4.4390144
912,3.641334
913,3.350136
914,3.2065623
915,3.145204
916,3.6317492
917,3.2955513
918,3.2327156
919,2.9300582
920,3.347908
921,3.2954752
922,4.2048297
923,3.3943763
924,3.7798905
925,4.1367726
926,3.5293357
927,4.1321983
928,3.020412
929,3.8248143
930,3.5547872
931,3.286856
932,2.8625753
933,3.9502385
934,3.404377
935,3.161147
936,3.9313667
937,3.2351286
938,3.7005227
939,3.2602854
940,3.3276882
941,3.9147422
942,3.5294178
943,2.8720329
944,3.4060214
945,3.493207
946,3.4240484
947,2.6631684
948,3.6651368
949,3.4087212
950,3.4716046
951,3.8587475
952,2.8251681
953,3.2743523
954,3.8717308
955,3.2861962
956,3.739422
957,3.3927338
958,3.1961238
959,3.4338994
960,3.6696818
961,3.52912
962,3.5049381
963,3.7584882
964,3.3540962
965,3.4371068
966,3.6980195
967,4.0759306
968,4.212929
969,3.530593
970,3.4409835
971,4.524147
972,3.1949787
973,3.9029279
974,3.1479933
975,3.376573
976,3.326944
977,3.2422473
978,3.335728
979,3.3601675
980,3.6412067
981,4.2361107
982,3.7331748
983,3.1188664
984,3.704975
985,4.1367793
986,3.4565918
987,3.297616
988,3.4269876
989,3.8594096
990,3.2278883
991,3.4656992
992,3.2978435
993,3.0793264
994,2.7876678
995,3.32909
996,3.4161193
997,2.9895325
998,3.3082557
999,4.0872083
1000,3.0657058
1001,3.1981955
1002,3.1309555
1003,2.6385164
1004,3.3695235
1005,3.3062232
1006,3.7153482
1007,3.4384017
1008,2.802527
1009,3.8724122
1010,3.2801244
1011,3.4629004
1012,4.076718
1013,3.0777125
1014,3.7544188
1015,4.463305
1016,4.419584
1017,3.47021
1018,4.5124226
1019,2.8031902
1020,2.9255848
1021,3.4556432
1022,2.9409869
1023,4.0350175
1024,3.1580582
1025,4.169123
1026,2.8585184
1027,3.9152355
1028,3.8071098
1029,3.1606593
1030,3.2787807
1031,3.5853732
1032,3.1240032
1033,4.2251425
1034,3.1899045
1035,3.0659528
1036,3.4697645
1037,3.4838815
1038,3.2319067
1039,3.5748641
1040,2.6101496
1041,3.730581
1042,3.8595085
1043,3.4353442
1044,3.6852627
1045,3.5427804
1046,2.903861
1047,3.9305458
1048,3.2390215
1049,3.5637007
1050,3.0682223
1051,3.3138616
1052,3.1476765
1053,3.1658149
1054,4.1389656
1055,3.9136918
1056,3.1949074
1057,3.206192
1058,3.158432
1059,3.911387
1060,3.156952
1061,3.2416694
1062,3.2589447
1063,3.909344
1064,3.5688775
1065,4.446906
1066,3.0335855
1067,3.3173556
1068,3.633418
1069,4.0097637
1070,3.1320078
1071,3.3399696
1072,4.09939
1073,3.4422276
1074,3.7195964
1075,3.8308754
1076,3.7141786
1077,3.3589618
1078,3.4902372
1079,3.298536
1080,3.3025875
1081,3.707342
1082,3.1170368
1083,3.578983
1084,4.548227
1085,4.1806
1086,2.700058
1087,3.8612409
1088,3.9234889
1089,3.5062454
1090,4.564684
1091,3.8530304
1092,3.4755993
1093,4.1989465
1094,2.9792984
1095,3.3965106
1096,4.172033
1097,2.8424075
1098,3.822009
1099,4.490887
1100,2.7998533
1101,3.7189355
1102,3.869707
1103,3.3823597
1104,3.4139328
1105,4.212478
1106,3.1195936
1107,4.213616
1108,3.4613032
1109,3.2725224
1110,3.612049
1111,2.7626789
1112,3.1574397
1113,3.0737367
1114,2.747157
1115,4.1840596
1116,3.1160774
1117,3.1363766
1118,3.364855
1119,3.3532376
1120,3.668071
1121,3.5585697
1122,3.2376878
1123,3.345323
1124,3.3575642
1125,2.8814592
1126,3.7038913
1127,4.190063
1128,3.3641038
1129,3.0909886
1130,3.2100236
1131,3.0049417
1132,4.445452
1133,3.539394
1134,3.4319193
1135,3.514538
1136,3.3391328
1137,2.9782577
1138,3.109422
1139,3.376514
1140,3.7944865
1141,3.3144703
1142,2.801633
1143,2.8150532
1144,3.1491535
1145,2.717421
1146,3.125083
1147,3.3975446
1148,3.2581038
1149,3.4565506
1150,3.4634008
1151,3.2272873
1152,3.258914
1153,3.2087965
1154,3.5944853
1155,4.034666
1156,4.188146
1157,3.923953
1158,3.8457084
1159,3.8968742
1160,3.6475275
1161,4.2653847
1162,4.16355
1163,3.3330805
1164,3.8445888
1165,3.4942558
1166,3.4384854
1167,2.9427469
1168,2.9059577
1169,4.1635785
1170,3.2896595
1171,2.9196444
1172,3.5686793
1173,3.0577078
1174,3.1568947
1175,3.4237456
1176,3.067434
1177,2.8598366
1178,4.2772007
1179,2.85758
1180,3.4158573
1181,4.471327
1182,4.4278617
1183,3.4329824
1184,4.0495906
1185,3.7650032
1186,3.0215693
1187,3.2450538
1188,3.103782
1189,3.7974753
1190,3.8915305
1191,3.222931
1192,3.157352
1193,2.9315715
1194,3.8362343
1195,3.5562198
1196,4.232127
1197,3.8921905
1198,3.008171
1199,2.6349263
1200,3.8557217
1201,3.2585137
1202,3.580782
1203,3.6287725
1204,3.4010699
1205,2.8034122
1206,4.107128
1207,3.0946598
1208,3.6164932
1209,4.12604
1210,3.423445
1211,3.3534346
1212,3.6306841
1213,3.3477383
1214,3.8707967
1215,4.453794
1216,4.4075174
1217,3.829419
1218,4.1915154
1219,3.565571
1220,3.123832
1221,2.9413369
1222,3.2497995
1223,3.2358313
1224,3.0402088
1225,3.0799098
1226,3.2002075
1227,2.418594
1228,4.0751195
1229,4.189379
1230,3.0702205
1231,3.4609404
1232,3.903502
1233,3.0218759
1234,3.0928013
1235,3.3926191
1236,3.1039717
1237,3.7694263
1238,3.2656076
1239,3.9136698
1240,2.9304957
1241,3.0598128
1242,3.7792
1243,3.1855023
1244,3.4197834
1245,4.460015
1246,3.451488
1247,3.2914152
1248,3.3822372
1249,3.9104507
1250,3.5345964
1251,3.190583
1252,3.4425247
1253,3.294252
1254,3.2362916
1255,3.644716
1256,3.9074059
1257,4.2329545
1258,3.0669103
1259,3.6903725
1260,3.2579796
1261,3.1331697
1262,4.422467
1263,3.200507
1264,3.6651368
1265,3.1403708
1266,3.3907635
1267,3.6192486
1268,3.4936855
1269,3.4043388
1270,3.873064
1271,3.8719475
1272,2.8569617
1273,3.0684066
1274,4.276048
1275,4.133916
1276,2.7370708
1277,4.192111
1278,2.7574325
1279,3.065009
1280,3.2350278
1281,3.289005
1282,3.756806
1283,4.4756193
1284,3.148101
1285,3.9247437
1286,3.757133
1287,2.6961596
1288,3.186727
1289,4.117115
1290,4.08717
1291,3.1710315
1292,3.8196838
1293,3.4733725
1294,3.50837
1295,3.6532702
1296,4.2166677
1297,3.0126283
1298,3.0350468
1299,2.7444162
1300,3.453668
1301,3.2475047
1302,3.4178855
1303,3.0798953
1304,4.1617336
1305,3.342858
1306,3.620676
1307,3.9018934
1308,3.7416496
1309,3.3539495
1310,4.221486
1311,3.0655963
1312,3.1968608
1313,3.3434458
1314,3.0223267
1315,2.826789
1316,3.3884342
1317,3.372803
1318,3.292481
1319,4.1550293
1320,3.4250724
1321,4.243763
1322,3.1577263
1323,2.8828244
1324,3.0723057
1325,3.246991
1326,2.9247556
1327,4.2255225
1328,2.9779592
1329,3.3756514
1330,3.1873188
1331,4.229829
1332,2.8543742
1333,3.6284757
1334,4.051671
1335,2.9606116
1336,4.4195013
1337,3.7988672
1338,3.2338746
1339,3.3467615
1340,4.417328
1341,3.3366942
1342,3.0093098
1343,3.358256
1344,3.1071804
1345,3.6723022
1346,3.0604348
1347,3.9211764
1348,3.6750965
1349,2.986439
1350,3.1172624
1351,3.5154703
1352,3.2776837
1353,3.6101341
1354,3.2523599
1355,4.1059575
1356,4.170985
1357,3.923953
1358,3.3367953
1359,3.2002265
1360,4.4335704
1361,3.6414266
1362,3.157246
1363,3.3545778
1364,3.2739182
1365,3.322397
1366,3.548619
1367,3.735158
1368,3.8835263
1369,4.21751
1370,2.6089773
1371,3.6317697
1372,3.896952
1373,3.2609115
1374,4.3849545
1375,3.7388704
1376,3.4237964
1377,4.500814
1378,3.2787216
1379,3.7275681
1380,4.193894
1381,3.9099445
1382,3.353522
1383,3.249644
1384,4.19332
1385,3.6191843
1386,3.7897978
1387,3.6227825
1388,3.4357078
1389,3.1035945
1390,3.1487622
1391,3.6771944
1392,3.058882
1393,3.6693273
1394,3.746435
1395,4.257443
1396,4.1553197
1397,3.913269
1398,3.7723062
1399,3.9623897
1400,3.8394022
1401,3.1090224
1402,2.909497
1403,3.6217916
1404,3.1458921
1405,3.826805
1406,3.2050195
1407,3.6612248
1408,3.6081636
1409,3.257301
1410,4.0268073
1411,3.3258429
1412,3.4983048
1413,3.9109235
1414,3.9491162
1415,3.7358277
1416,4.086231
1417,2.9646373
1418,3.2561958
1419,3.438145
1420,3.220472
1421,3.9015255
1422,4.2174335
1423,2.6993265
1424,3.6456416
1425,3.2120433
1426,3.25889
1427,3.9080744
1428,2.9249377
1429,3.7553022
1430,2.885543
1431,3.3568265
1432,4.1739173
1433,3.7197428
1434,3.2677526
1435,2.96654
1436,4.1856956
1437,2.9126227
1438,3.0734715
1439,3.213683
1440,3.1647606
1441,3.5856955
1442,3.4174035
1443,3.590615
1444,3.2567887
1445,3.1554317
1446,4.2759733
1447,4.5240846
1448,4.1707783
1449,4.2345266
1450,3.1536083
1451,3.6691263
1452,3.3242657
1453,3.050713
1454,3.4795866
1455,3.3060708
1456,2.8173847
1457,2.766955
1458,4.765752
1459,4.175799
1460,3.3898015
1461,2.9073887
1462,4.0893464
1463,3.4625523
1464,3.5947552
1465,4.544757
1466,2.9066272
1467,3.8542583
1468,3.6163867
1469,3.4371328
1470,3.686011
1471,3.3785028
1472,4.189282
1473,3.864679
1474,3.9132547
1475,3.045124
1476,3.510108
1477,3.2905948
1478,2.9984026
1479,4.087138
1480,4.2360377
1481,4.09268
1482,3.7156453
1483,3.0601535
1484,3.0420718
1485,3.8310966
1486,3.7415745
1487,3.8609302
1488,3.2455435
1489,3.2778141
1490,3.8169928
1491,3.2814171
1492,3.6366677
1493,4.561326
1494,2.81448
1495,3.8201442
1496,4.4299874
1497,3.7038407
1498,4.154096
1499,3.5191038
1500,3.2789152
1501,2.8995764
1502,4.2640615
1503,3.3048038
1504,3.341646
1505,3.5651164
1506,2.7879667
1507,2.848039
1508,3.733468
1509,3.3381157
1510,4.0464396
1511,2.9741502
1512,3.3547456
1513,3.76903
1514,4.4309907
1515,3.1841452
1516,3.110982
1517,3.67249
1518,3.2013211
1519,3.811336
1520,3.3832512
1521,4.1196485
1522,3.5864599
1523,3.2443419
1524,4.012297
1525,3.3976088
1526,3.4092257
1527,3.1549296
1528,2.77075
1529,3.3846295
1530,3.2909508
1531,3.2793128
1532,3.4852824
1533,3.4344902
1534,4.5892477
1535,3.1200297
1536,3.5606523
1537,3.471637
1538,3.4716442
1539,3.4119134
1540,4.1180053
1541,3.5401971
1542,3.3022306
1543,3.0197997
1544,3.3456962
1545,3.679051
1546,3.1247478
1547,4.1882486
1548,3.1866655
1549,4.560554
1550,3.8628929
1551,3.6116252
1552,3.432213
1553,3.7810423
1554,4.178454
1555,2.7841818
1556,2.7340462
1557,3.6955018
1558,2.8954327
1559,4.2360725
1560,3.6678655
1561,3.3018293
1562,3.2420285
1563,2.825988
1564,3.4886699
1565,3.2681258
1566,3.7071247
1567,3.5807202
1568,3.3003323
1569,3.3016217
1570,4.0676513
1571,4.0912776
1572,3.18437
1573,3.971011
1574,3.0144138
1575,3.2623887
1576,3.3953545
1577,3.349634
1578,3.2285132
1579,3.807162
1580,4.1896763
1581,3.276619
1582,3.314589
1583,3.4459271
1584,3.0654767
1585,3.6549401
1586,3.9044242
1587,3.3960247
1588,3.6037228
1589,3.2336767
1590,3.4003665
1591,3.6649175
1592,2.990394
1593,4.1727257
1594,3.018798
1595,3.7323687
1596,3.2901773
1597,3.1732972
1598,3.2495005
1599,4.5101304
1600,3.9593556
1601,4.1931458
1602,3.6179833
1603,3.679414
1604,3.324707
1605,3.9143689
1606,3.2801573
1607,3.2252426
1608,2.880725
1609,3.8705575
1610,3.3700423
1611,3.1904676
1612,3.3760405
1613,4.448313
1614,3.5309322
1615,3.3317394
1616,4.396473
1617,3.070446
1618,3.525517
1619,3.9186525
1620,3.8862858
1621,3.53727
1622,3.8142111
1623,4.2153354
1624,3.1415014
1625,2.8943007
1626,3.7691371
1627,3.1250536
1628,2.9499109
1629,3.109878
1630,3.442042
1631,3.6310642
1632,4.128451
1633,3.24568
1634,3.294886
1635,3.4202626
1636,4.1635966
1637,3.432717
1638,3.3264463
1639,2.8797238
1640,2.8294055
1641,4.260033
1642,2.9948552
1643,3.6724188
1644,3.2276025
1645,3.9119122
1646,3.702432
1647,3.265442
1648,3.9019918
1649,3.1404846
1650,3.6164916
1651,3.9337502
1652,3.256172
1653,3.0730891
1654,3.4181569
1655,4.036347
1656,3.6204054
1657,3.3216684
1658,3.2983465
1659,3.3549948
1660,3.0903683
1661,3.1587946
1662,3.1843026
1663,3.6694016
1664,3.0074465
1665,3.4223013
1666,4.100834
1667,3.2567234
1668,4.4733586
1669,3.3461504
1670,2.8416793
1671,3.6706622
1672,3.4531858
1673,3.592989
1674,3.2320366
1675,3.5202477
1676,3.5273197
1677,3.6711624
1678,3.1750164
1679,3.189563
1680,3.199166
1681,3.8459651
1682,3.2545242
1683,3.34566
1684,3.825009
1685,2.7095542
1686,3.0656524
1687,3.6987102
1688,3.0768971
1689,3.2269187
1690,3.0000138
1691,3.4075441
1692,3.6241407
1693,3.22727
1694,3.2192266
1695,3.3109918
1696,3.1931531
1697,4.565129
1698,4.201016
1699,4.23186
1700,3.0410333
1701,4.198409
1702,4.5668254
1703,3.0058026
1704,4.4213095
1705,3.3994524
1706,3.2126088
1707,3.0525653
1708,3.361728
1709,3.4131827
1710,3.5979125
1711,3.1119158
1712,3.3272908
1713,3.8961263
1714,3.487731
1715,3.1198606
1716,3.0602922
